,국가(대륙)별,상품군별,판매유형별,시점,데이터
1705,중동,스포츠·레저용품,면세점 이외,2019.4/4,51
1706,중동,스포츠·레저용품,면세점 이외,2020.1/4,47
1707,중동,스포츠·레저용품,면세점 이외,2020.2/4,42
1708,중동,스포츠·레저용품,면세점 이외,2020.3/4,59
1709,중동,스포츠·레저용품,면세점 이외,2020.4/4,48
1710,중동,스포츠·레저용품,면세점 이외,2021.1/4,35
1711,중동,스포츠·레저용품,면세점 이외,2021.2/4,36
1712,중동,스포츠·레저용품,면세점 이외,2021.3/4,35
1713,중동,스포츠·레저용품,면세점 이외,2021.4/4,16
1714,중동,스포츠·레저용품,면세점 이외,2022.1/4,2
1715,중동,스포츠·레저용품,면세점 이외,2022.2/4 p),0
1716,중동,화장품,면세점 이외,2017.1/4,575
1717,중동,화장품,면세점 이외,2017.2/4,572
1718,중동,화장품,면세점 이외,2017.3/4,578
1719,중동,화장품,면세점 이외,2017.4/4,608
1720,중동,화장품,면세점 이외,2018.1/4,659
1721,중동,화장품,면세점 이외,2018.2/4,718
1722,중동,화장품,면세점 이외,2018.3/4,688
1723,중동,화장품,면세점 이외,2018.4/4,800
1724,중동,화장품,면세점 이외,2019.1/4,790
1725,중동,화장품,면세점 이외,2019.2/4,873
1726,중동,화장품,면세점 이외,2019.3/4,602
1727,중동,화장품,면세점 이외,2019.4/4,1134
1728,중동,화장품,면세점 이외,2020.1/4,671
1729,중동,화장품,면세점 이외,2020.2/4,534
1730,중동,화장품,면세점 이외,2020.3/4,543
1731,중동,화장품,면세점 이외,2020.4/4,469
1732,중동,화장품,면세점 이외,2021.1/4,421
1733,중동,화장품,면세점 이외,2021.2/4,376
1734,중동,화장품,면세점 이외,2021.3/4,381
1735,중동,화장품,면세점 이외,2021.4/4,216
1736,중동,화장품,면세점 이외,2022.1/4,92
1737,중동,화장품,면세점 이외,2022.2/4 p),159
1738,중동,아동·유아용품,면세점 이외,2017.1/4,49
1739,중동,아동·유아용품,면세점 이외,2017.2/4,42
1740,중동,아동·유아용품,면세점 이외,2017.3/4,61
1741,중동,아동·유아용품,면세점 이외,2017.4/4,77
1742,중동,아동·유아용품,면세점 이외,2018.1/4,59
1743,중동,아동·유아용품,면세점 이외,2018.2/4,62
1744,중동,아동·유아용품,면세점 이외,2018.3/4,54
1745,중동,아동·유아용품,면세점 이외,2018.4/4,47
1746,중동,아동·유아용품,면세점 이외,2019.1/4,35
1747,중동,아동·유아용품,면세점 이외,2019.2/4,44
1748,중동,아동·유아용품,면세점 이외,2019.3/4,32
1749,중동,아동·유아용품,면세점 이외,2019.4/4,45
1750,중동,아동·유아용품,면세점 이외,2020.1/4,35
1751,중동,아동·유아용품,면세점 이외,2020.2/4,32
1752,중동,아동·유아용품,면세점 이외,2020.3/4,28
1753,중동,아동·유아용품,면세점 이외,2020.4/4,26
1754,중동,아동·유아용품,면세점 이외,2021.1/4,24
1755,중동,아동·유아용품,면세점 이외,2021.2/4,23
1756,중동,아동·유아용품,면세점 이외,2021.3/4,20
1757,중동,아동·유아용품,면세점 이외,2021.4/4,9
1758,중동,아동·유아용품,면세점 이외,2022.1/4,1
1759,중동,아동·유아용품,면세점 이외,2022.2/4 p),0
1760,중동,음·식료품,면세점 이외,2017.1/4,7
1761,중동,음·식료품,면세점 이외,2017.2/4,4
1762,중동,음·식료품,면세점 이외,2017.3/4,4
1763,중동,음·식료품,면세점 이외,2017.4/4,3
1764,중동,음·식료품,면세점 이외,2018.1/4,3
1765,중동,음·식료품,면세점 이외,2018.2/4,4
1766,중동,음·식료품,면세점 이외,2018.3/4,4
1767,중동,음·식료품,면세점 이외,2018.4/4,6
1768,중동,음·식료품,면세점 이외,2019.1/4,7
1769,중동,음·식료품,면세점 이외,2019.2/4,7
1770,중동,음·식료품,면세점 이외,2019.3/4,5
1771,중동,음·식료품,면세점 이외,2019.4/4,8
1772,중동,음·식료품,면세점 이외,2020.1/4,921
1773,중동,음·식료품,면세점 이외,2020.2/4,2
1774,중동,음·식료품,면세점 이외,2020.3/4,0
1775,중동,음·식료품,면세점 이외,2020.4/4,4
1776,중동,음·식료품,면세점 이외,2021.1/4,2
1777,중동,음·식료품,면세점 이외,2021.2/4,4
1778,중동,음·식료품,면세점 이외,2021.3/4,1
1779,중동,음·식료품,면세점 이외,2021.4/4,0
1780,중동,음·식료품,면세점 이외,2022.1/4,1
1781,중동,음·식료품,면세점 이외,2022.2/4 p),2
1782,중동,농축수산물,면세점 이외,2017.1/4,0
1783,중동,농축수산물,면세점 이외,2017.2/4,0
1784,중동,농축수산물,면세점 이외,2017.3/4,0
1785,중동,농축수산물,면세점 이외,2017.4/4,0
1786,중동,농축수산물,면세점 이외,2018.1/4,0
1787,중동,농축수산물,면세점 이외,2018.2/4,0
1788,중동,농축수산물,면세점 이외,2018.3/4,0
1789,중동,농축수산물,면세점 이외,2018.4/4,0
1790,중동,농축수산물,면세점 이외,2019.1/4,0
1791,중동,농축수산물,면세점 이외,2019.2/4,0
1792,중동,농축수산물,면세점 이외,2019.3/4,0
1793,중동,농축수산물,면세점 이외,2019.4/4,0
1794,중동,농축수산물,면세점 이외,2020.1/4,0
1795,중동,농축수산물,면세점 이외,2020.2/4,0
1796,중동,농축수산물,면세점 이외,2020.3/4,0
1797,중동,농축수산물,면세점 이외,2020.4/4,0
1798,중동,농축수산물,면세점 이외,2021.1/4,0
1799,중동,농축수산물,면세점 이외,2021.2/4,0
1800,중동,농축수산물,면세점 이외,2021.3/4,0
1801,중동,농축수산물,면세점 이외,2021.4/4,0
1802,중동,농축수산물,면세점 이외,2022.1/4,0
1803,중동,농축수산물,면세점 이외,2022.2/4 p),0
1804,중동,생활용품 및 자동차용품,면세점 이외,2017.1/4,358
1805,중동,생활용품 및 자동차용품,면세점 이외,2017.2/4,320
1806,중동,생활용품 및 자동차용품,면세점 이외,2017.3/4,302
1807,중동,생활용품 및 자동차용품,면세점 이외,2017.4/4,660
1808,중동,생활용품 및 자동차용품,면세점 이외,2018.1/4,261
1809,중동,생활용품 및 자동차용품,면세점 이외,2018.2/4,272
1810,중동,생활용품 및 자동차용품,면세점 이외,2018.3/4,270
1811,중동,생활용품 및 자동차용품,면세점 이외,2018.4/4,620
1812,중동,생활용품 및 자동차용품,면세점 이외,2019.1/4,532
1813,중동,생활용품 및 자동차용품,면세점 이외,2019.2/4,366
1814,중동,생활용품 및 자동차용품,면세점 이외,2019.3/4,399
1815,중동,생활용품 및 자동차용품,면세점 이외,2019.4/4,275
1816,중동,생활용품 및 자동차용품,면세점 이외,2020.1/4,379
1817,중동,생활용품 및 자동차용품,면세점 이외,2020.2/4,223
1818,중동,생활용품 및 자동차용품,면세점 이외,2020.3/4,245
1819,중동,생활용품 및 자동차용품,면세점 이외,2020.4/4,213
1820,중동,생활용품 및 자동차용품,면세점 이외,2021.1/4,191
1821,중동,생활용품 및 자동차용품,면세점 이외,2021.2/4,149
1822,중동,생활용품 및 자동차용품,면세점 이외,2021.3/4,135
1823,중동,생활용품 및 자동차용품,면세점 이외,2021.4/4,60
1824,중동,생활용품 및 자동차용품,면세점 이외,2022.1/4,2
1825,중동,생활용품 및 자동차용품,면세점 이외,2022.2/4 p),2
1826,중동,기 타,면세점 이외,2017.1/4,140
1827,중동,기 타,면세점 이외,2017.2/4,94
1828,중동,기 타,면세점 이외,2017.3/4,116
1829,중동,기 타,면세점 이외,2017.4/4,136
1830,중동,기 타,면세점 이외,2018.1/4,106
1831,중동,기 타,면세점 이외,2018.2/4,95
1832,중동,기 타,면세점 이외,2018.3/4,89
1833,중동,기 타,면세점 이외,2018.4/4,110
1834,중동,기 타,면세점 이외,2019.1/4,109
1835,중동,기 타,면세점 이외,2019.2/4,168
1836,중동,기 타,면세점 이외,2019.3/4,77
1837,중동,기 타,면세점 이외,2019.4/4,92
1838,중동,기 타,면세점 이외,2020.1/4,134
1839,중동,기 타,면세점 이외,2020.2/4,129
1840,중동,기 타,면세점 이외,2020.3/4,146
1841,중동,기 타,면세점 이외,2020.4/4,124
1842,중동,기 타,면세점 이외,2021.1/4,117
1843,중동,기 타,면세점 이외,2021.2/4,131
1844,중동,기 타,면세점 이외,2021.3/4,137
1845,중동,기 타,면세점 이외,2021.4/4,43
1846,중동,기 타,면세점 이외,2022.1/4,11
1847,중동,기 타,면세점 이외,2022.2/4 p),19
1848,중남미,컴퓨터 및 주변기기,면세점 이외,2017.1/4,84
1849,중남미,컴퓨터 및 주변기기,면세점 이외,2017.2/4,59
1850,중남미,컴퓨터 및 주변기기,면세점 이외,2017.3/4,131
1851,중남미,컴퓨터 및 주변기기,면세점 이외,2017.4/4,70
1852,중남미,컴퓨터 및 주변기기,면세점 이외,2018.1/4,56
1853,중남미,컴퓨터 및 주변기기,면세점 이외,2018.2/4,42
1854,중남미,컴퓨터 및 주변기기,면세점 이외,2018.3/4,54
1855,중남미,컴퓨터 및 주변기기,면세점 이외,2018.4/4,66
1856,중남미,컴퓨터 및 주변기기,면세점 이외,2019.1/4,56
1857,중남미,컴퓨터 및 주변기기,면세점 이외,2019.2/4,59
1858,중남미,컴퓨터 및 주변기기,면세점 이외,2019.3/4,58
1859,중남미,컴퓨터 및 주변기기,면세점 이외,2019.4/4,61
1860,중남미,컴퓨터 및 주변기기,면세점 이외,2020.1/4,42
1861,중남미,컴퓨터 및 주변기기,면세점 이외,2020.2/4,97
1862,중남미,컴퓨터 및 주변기기,면세점 이외,2020.3/4,154
1863,중남미,컴퓨터 및 주변기기,면세점 이외,2020.4/4,69
1864,중남미,컴퓨터 및 주변기기,면세점 이외,2021.1/4,58
1865,중남미,컴퓨터 및 주변기기,면세점 이외,2021.2/4,138
1866,중남미,컴퓨터 및 주변기기,면세점 이외,2021.3/4,106
1867,중남미,컴퓨터 및 주변기기,면세점 이외,2021.4/4,23
1868,중남미,컴퓨터 및 주변기기,면세점 이외,2022.1/4,0
1869,중남미,컴퓨터 및 주변기기,면세점 이외,2022.2/4 p),0
1870,중남미,가전·전자·통신기기,면세점 이외,2017.1/4,282
1871,중남미,가전·전자·통신기기,면세점 이외,2017.2/4,374
1872,중남미,가전·전자·통신기기,면세점 이외,2017.3/4,436
1873,중남미,가전·전자·통신기기,면세점 이외,2017.4/4,257
1874,중남미,가전·전자·통신기기,면세점 이외,2018.1/4,208
1875,중남미,가전·전자·통신기기,면세점 이외,2018.2/4,160
1876,중남미,가전·전자·통신기기,면세점 이외,2018.3/4,229
1877,중남미,가전·전자·통신기기,면세점 이외,2018.4/4,264
1878,중남미,가전·전자·통신기기,면세점 이외,2019.1/4,237
1879,중남미,가전·전자·통신기기,면세점 이외,2019.2/4,240
1880,중남미,가전·전자·통신기기,면세점 이외,2019.3/4,203
1881,중남미,가전·전자·통신기기,면세점 이외,2019.4/4,299
1882,중남미,가전·전자·통신기기,면세점 이외,2020.1/4,184
1883,중남미,가전·전자·통신기기,면세점 이외,2020.2/4,238
1884,중남미,가전·전자·통신기기,면세점 이외,2020.3/4,257
1885,중남미,가전·전자·통신기기,면세점 이외,2020.4/4,233
1886,중남미,가전·전자·통신기기,면세점 이외,2021.1/4,179
1887,중남미,가전·전자·통신기기,면세점 이외,2021.2/4,155
1888,중남미,가전·전자·통신기기,면세점 이외,2021.3/4,133
1889,중남미,가전·전자·통신기기,면세점 이외,2021.4/4,63
1890,중남미,가전·전자·통신기기,면세점 이외,2022.1/4,0
1891,중남미,가전·전자·통신기기,면세점 이외,2022.2/4 p),3
1892,중남미,소프트웨어,면세점 이외,2017.1/4,5
1893,중남미,소프트웨어,면세점 이외,2017.2/4,6
1894,중남미,소프트웨어,면세점 이외,2017.3/4,20
1895,중남미,소프트웨어,면세점 이외,2017.4/4,9
1896,중남미,소프트웨어,면세점 이외,2018.1/4,6
1897,중남미,소프트웨어,면세점 이외,2018.2/4,4
1898,중남미,소프트웨어,면세점 이외,2018.3/4,4
1899,중남미,소프트웨어,면세점 이외,2018.4/4,5
1900,중남미,소프트웨어,면세점 이외,2019.1/4,4
1901,중남미,소프트웨어,면세점 이외,2019.2/4,7
1902,중남미,소프트웨어,면세점 이외,2019.3/4,2
1903,중남미,소프트웨어,면세점 이외,2019.4/4,4
1904,중남미,소프트웨어,면세점 이외,2020.1/4,4
1905,중남미,소프트웨어,면세점 이외,2020.2/4,4
1906,중남미,소프트웨어,면세점 이외,2020.3/4,3
1907,중남미,소프트웨어,면세점 이외,2020.4/4,4
1908,중남미,소프트웨어,면세점 이외,2021.1/4,2
1909,중남미,소프트웨어,면세점 이외,2021.2/4,3
1910,중남미,소프트웨어,면세점 이외,2021.3/4,4
1911,중남미,소프트웨어,면세점 이외,2021.4/4,1
1912,중남미,소프트웨어,면세점 이외,2022.1/4,0
1913,중남미,소프트웨어,면세점 이외,2022.2/4 p),0
1914,중남미,서 적,면세점 이외,2017.1/4,38
1915,중남미,서 적,면세점 이외,2017.2/4,24
1916,중남미,서 적,면세점 이외,2017.3/4,58
1917,중남미,서 적,면세점 이외,2017.4/4,66
1918,중남미,서 적,면세점 이외,2018.1/4,56
1919,중남미,서 적,면세점 이외,2018.2/4,90
1920,중남미,서 적,면세점 이외,2018.3/4,125
1921,중남미,서 적,면세점 이외,2018.4/4,136
1922,중남미,서 적,면세점 이외,2019.1/4,141
1923,중남미,서 적,면세점 이외,2019.2/4,184
1924,중남미,서 적,면세점 이외,2019.3/4,115
1925,중남미,서 적,면세점 이외,2019.4/4,206
1926,중남미,서 적,면세점 이외,2020.1/4,160
1927,중남미,서 적,면세점 이외,2020.2/4,3
1928,중남미,서 적,면세점 이외,2020.3/4,6
1929,중남미,서 적,면세점 이외,2020.4/4,19
1930,중남미,서 적,면세점 이외,2021.1/4,103
1931,중남미,서 적,면세점 이외,2021.2/4,68
1932,중남미,서 적,면세점 이외,2021.3/4,65
1933,중남미,서 적,면세점 이외,2021.4/4,130
1934,중남미,서 적,면세점 이외,2022.1/4,84
1935,중남미,서 적,면세점 이외,2022.2/4 p),186
1936,중남미,사무·문구,면세점 이외,2017.1/4,4
1937,중남미,사무·문구,면세점 이외,2017.2/4,3
1938,중남미,사무·문구,면세점 이외,2017.3/4,189
1939,중남미,사무·문구,면세점 이외,2017.4/4,1
1940,중남미,사무·문구,면세점 이외,2018.1/4,1
1941,중남미,사무·문구,면세점 이외,2018.2/4,0
1942,중남미,사무·문구,면세점 이외,2018.3/4,1
1943,중남미,사무·문구,면세점 이외,2018.4/4,0
1944,중남미,사무·문구,면세점 이외,2019.1/4,0
1945,중남미,사무·문구,면세점 이외,2019.2/4,0
1946,중남미,사무·문구,면세점 이외,2019.3/4,0
1947,중남미,사무·문구,면세점 이외,2019.4/4,0
1948,중남미,사무·문구,면세점 이외,2020.1/4,0
1949,중남미,사무·문구,면세점 이외,2020.2/4,1
1950,중남미,사무·문구,면세점 이외,2020.3/4,1
1951,중남미,사무·문구,면세점 이외,2020.4/4,1
1952,중남미,사무·문구,면세점 이외,2021.1/4,0
1953,중남미,사무·문구,면세점 이외,2021.2/4,3
1954,중남미,사무·문구,면세점 이외,2021.3/4,11
1955,중남미,사무·문구,면세점 이외,2021.4/4,9
1956,중남미,사무·문구,면세점 이외,2022.1/4,2
1957,중남미,사무·문구,면세점 이외,2022.2/4 p),6
1958,중남미,음반·비디오·악기,면세점 이외,2017.1/4,422
1959,중남미,음반·비디오·악기,면세점 이외,2017.2/4,398
1960,중남미,음반·비디오·악기,면세점 이외,2017.3/4,815
1961,중남미,음반·비디오·악기,면세점 이외,2017.4/4,787
1962,중남미,음반·비디오·악기,면세점 이외,2018.1/4,667
1963,중남미,음반·비디오·악기,면세점 이외,2018.2/4,906
1964,중남미,음반·비디오·악기,면세점 이외,2018.3/4,1332
1965,중남미,음반·비디오·악기,면세점 이외,2018.4/4,1422
1966,중남미,음반·비디오·악기,면세점 이외,2019.1/4,1107
1967,중남미,음반·비디오·악기,면세점 이외,2019.2/4,1594
1968,중남미,음반·비디오·악기,면세점 이외,2019.3/4,980
1969,중남미,음반·비디오·악기,면세점 이외,2019.4/4,1204
1970,중남미,음반·비디오·악기,면세점 이외,2020.1/4,1183
1971,중남미,음반·비디오·악기,면세점 이외,2020.2/4,1332
1972,중남미,음반·비디오·악기,면세점 이외,2020.3/4,1628
1973,중남미,음반·비디오·악기,면세점 이외,2020.4/4,2278
1974,중남미,음반·비디오·악기,면세점 이외,2021.1/4,1107
1975,중남미,음반·비디오·악기,면세점 이외,2021.2/4,1063
1976,중남미,음반·비디오·악기,면세점 이외,2021.3/4,1032
1977,중남미,음반·비디오·악기,면세점 이외,2021.4/4,855
1978,중남미,음반·비디오·악기,면세점 이외,2022.1/4,539
1979,중남미,음반·비디오·악기,면세점 이외,2022.2/4 p),1468
1980,중남미,의류 및 패션 관련상품,면세점 이외,2017.1/4,151
1981,중남미,의류 및 패션 관련상품,면세점 이외,2017.2/4,151
1982,중남미,의류 및 패션 관련상품,면세점 이외,2017.3/4,302
1983,중남미,의류 및 패션 관련상품,면세점 이외,2017.4/4,158
1984,중남미,의류 및 패션 관련상품,면세점 이외,2018.1/4,139
1985,중남미,의류 및 패션 관련상품,면세점 이외,2018.2/4,123
1986,중남미,의류 및 패션 관련상품,면세점 이외,2018.3/4,156
1987,중남미,의류 및 패션 관련상품,면세점 이외,2018.4/4,158
1988,중남미,의류 및 패션 관련상품,면세점 이외,2019.1/4,151
1989,중남미,의류 및 패션 관련상품,면세점 이외,2019.2/4,157
1990,중남미,의류 및 패션 관련상품,면세점 이외,2019.3/4,112
1991,중남미,의류 및 패션 관련상품,면세점 이외,2019.4/4,124
1992,중남미,의류 및 패션 관련상품,면세점 이외,2020.1/4,114
1993,중남미,의류 및 패션 관련상품,면세점 이외,2020.2/4,107
1994,중남미,의류 및 패션 관련상품,면세점 이외,2020.3/4,142
1995,중남미,의류 및 패션 관련상품,면세점 이외,2020.4/4,251
1996,중남미,의류 및 패션 관련상품,면세점 이외,2021.1/4,154
1997,중남미,의류 및 패션 관련상품,면세점 이외,2021.2/4,185
1998,중남미,의류 및 패션 관련상품,면세점 이외,2021.3/4,177
1999,중남미,의류 및 패션 관련상품,면세점 이외,2021.4/4,95
2000,중남미,의류 및 패션 관련상품,면세점 이외,2022.1/4,49
2001,중남미,의류 및 패션 관련상품,면세점 이외,2022.2/4 p),82
2002,중남미,스포츠·레저용품,면세점 이외,2017.1/4,97
2003,중남미,스포츠·레저용품,면세점 이외,2017.2/4,98
2004,중남미,스포츠·레저용품,면세점 이외,2017.3/4,58
2005,중남미,스포츠·레저용품,면세점 이외,2017.4/4,90
2006,중남미,스포츠·레저용품,면세점 이외,2018.1/4,117
2007,중남미,스포츠·레저용품,면세점 이외,2018.2/4,88
2008,중남미,스포츠·레저용품,면세점 이외,2018.3/4,86
2009,중남미,스포츠·레저용품,면세점 이외,2018.4/4,89
2010,중남미,스포츠·레저용품,면세점 이외,2019.1/4,90
2011,중남미,스포츠·레저용품,면세점 이외,2019.2/4,91
2012,중남미,스포츠·레저용품,면세점 이외,2019.3/4,60
2013,중남미,스포츠·레저용품,면세점 이외,2019.4/4,63
2014,중남미,스포츠·레저용품,면세점 이외,2020.1/4,49
2015,중남미,스포츠·레저용품,면세점 이외,2020.2/4,34
2016,중남미,스포츠·레저용품,면세점 이외,2020.3/4,51
2017,중남미,스포츠·레저용품,면세점 이외,2020.4/4,49
2018,중남미,스포츠·레저용품,면세점 이외,2021.1/4,31
2019,중남미,스포츠·레저용품,면세점 이외,2021.2/4,45
2020,중남미,스포츠·레저용품,면세점 이외,2021.3/4,29
2021,중남미,스포츠·레저용품,면세점 이외,2021.4/4,17
2022,중남미,스포츠·레저용품,면세점 이외,2022.1/4,0
2023,중남미,스포츠·레저용품,면세점 이외,2022.2/4 p),1
2024,중남미,화장품,면세점 이외,2017.1/4,475
2025,중남미,화장품,면세점 이외,2017.2/4,479
2026,중남미,화장품,면세점 이외,2017.3/4,424
2027,중남미,화장품,면세점 이외,2017.4/4,472
2028,중남미,화장품,면세점 이외,2018.1/4,457
2029,중남미,화장품,면세점 이외,2018.2/4,452
2030,중남미,화장품,면세점 이외,2018.3/4,528
2031,중남미,화장품,면세점 이외,2018.4/4,647
2032,중남미,화장품,면세점 이외,2019.1/4,636
2033,중남미,화장품,면세점 이외,2019.2/4,667
2034,중남미,화장품,면세점 이외,2019.3/4,482
2035,중남미,화장품,면세점 이외,2019.4/4,638
2036,중남미,화장품,면세점 이외,2020.1/4,414
2037,중남미,화장품,면세점 이외,2020.2/4,170
2038,중남미,화장품,면세점 이외,2020.3/4,200
2039,중남미,화장품,면세점 이외,2020.4/4,170
2040,중남미,화장품,면세점 이외,2021.1/4,170
2041,중남미,화장품,면세점 이외,2021.2/4,125
2042,중남미,화장품,면세점 이외,2021.3/4,130
2043,중남미,화장품,면세점 이외,2021.4/4,77
2044,중남미,화장품,면세점 이외,2022.1/4,44
2045,중남미,화장품,면세점 이외,2022.2/4 p),123
2046,중남미,아동·유아용품,면세점 이외,2017.1/4,59
2047,중남미,아동·유아용품,면세점 이외,2017.2/4,66
2048,중남미,아동·유아용품,면세점 이외,2017.3/4,69
2049,중남미,아동·유아용품,면세점 이외,2017.4/4,61
2050,중남미,아동·유아용품,면세점 이외,2018.1/4,58
2051,중남미,아동·유아용품,면세점 이외,2018.2/4,56
2052,중남미,아동·유아용품,면세점 이외,2018.3/4,59
2053,중남미,아동·유아용품,면세점 이외,2018.4/4,67
2054,중남미,아동·유아용품,면세점 이외,2019.1/4,59
2055,중남미,아동·유아용품,면세점 이외,2019.2/4,67
2056,중남미,아동·유아용품,면세점 이외,2019.3/4,54
2057,중남미,아동·유아용품,면세점 이외,2019.4/4,85
2058,중남미,아동·유아용품,면세점 이외,2020.1/4,51
2059,중남미,아동·유아용품,면세점 이외,2020.2/4,33
2060,중남미,아동·유아용품,면세점 이외,2020.3/4,32
2061,중남미,아동·유아용품,면세점 이외,2020.4/4,35
2062,중남미,아동·유아용품,면세점 이외,2021.1/4,39
2063,중남미,아동·유아용품,면세점 이외,2021.2/4,52
2064,중남미,아동·유아용품,면세점 이외,2021.3/4,35
2065,중남미,아동·유아용품,면세점 이외,2021.4/4,10
2066,중남미,아동·유아용품,면세점 이외,2022.1/4,1
2067,중남미,아동·유아용품,면세점 이외,2022.2/4 p),0
2068,중남미,음·식료품,면세점 이외,2017.1/4,2
2069,중남미,음·식료품,면세점 이외,2017.2/4,0
2070,중남미,음·식료품,면세점 이외,2017.3/4,1
2071,중남미,음·식료품,면세점 이외,2017.4/4,0
2072,중남미,음·식료품,면세점 이외,2018.1/4,1
2073,중남미,음·식료품,면세점 이외,2018.2/4,0
2074,중남미,음·식료품,면세점 이외,2018.3/4,1
2075,중남미,음·식료품,면세점 이외,2018.4/4,0
2076,중남미,음·식료품,면세점 이외,2019.1/4,0
2077,중남미,음·식료품,면세점 이외,2019.2/4,0
2078,중남미,음·식료품,면세점 이외,2019.3/4,0
2079,중남미,음·식료품,면세점 이외,2019.4/4,0
2080,중남미,음·식료품,면세점 이외,2020.1/4,774
2081,중남미,음·식료품,면세점 이외,2020.2/4,0
2082,중남미,음·식료품,면세점 이외,2020.3/4,0
2083,중남미,음·식료품,면세점 이외,2020.4/4,0
2084,중남미,음·식료품,면세점 이외,2021.1/4,0
2085,중남미,음·식료품,면세점 이외,2021.2/4,0
2086,중남미,음·식료품,면세점 이외,2021.3/4,0
2087,중남미,음·식료품,면세점 이외,2021.4/4,3
2088,중남미,음·식료품,면세점 이외,2022.1/4,1
2089,중남미,음·식료품,면세점 이외,2022.2/4 p),0
2090,중남미,농축수산물,면세점 이외,2017.1/4,0
2091,중남미,농축수산물,면세점 이외,2017.2/4,0
2092,중남미,농축수산물,면세점 이외,2017.3/4,0
2093,중남미,농축수산물,면세점 이외,2017.4/4,0
2094,중남미,농축수산물,면세점 이외,2018.1/4,0
2095,중남미,농축수산물,면세점 이외,2018.2/4,0
2096,중남미,농축수산물,면세점 이외,2018.3/4,0
2097,중남미,농축수산물,면세점 이외,2018.4/4,0
2098,중남미,농축수산물,면세점 이외,2019.1/4,0
2099,중남미,농축수산물,면세점 이외,2019.2/4,0
2100,중남미,농축수산물,면세점 이외,2019.3/4,0
2101,중남미,농축수산물,면세점 이외,2019.4/4,0
2102,중남미,농축수산물,면세점 이외,2020.1/4,0
2103,중남미,농축수산물,면세점 이외,2020.2/4,0
2104,중남미,농축수산물,면세점 이외,2020.3/4,0
2105,중남미,농축수산물,면세점 이외,2020.4/4,0
2106,중남미,농축수산물,면세점 이외,2021.1/4,0
2107,중남미,농축수산물,면세점 이외,2021.2/4,0
2108,중남미,농축수산물,면세점 이외,2021.3/4,0
2109,중남미,농축수산물,면세점 이외,2021.4/4,0
2110,중남미,농축수산물,면세점 이외,2022.1/4,0
2111,중남미,농축수산물,면세점 이외,2022.2/4 p),0
2112,중남미,생활용품 및 자동차용품,면세점 이외,2017.1/4,519
2113,중남미,생활용품 및 자동차용품,면세점 이외,2017.2/4,545
2114,중남미,생활용품 및 자동차용품,면세점 이외,2017.3/4,389
2115,중남미,생활용품 및 자동차용품,면세점 이외,2017.4/4,488
2116,중남미,생활용품 및 자동차용품,면세점 이외,2018.1/4,504
2117,중남미,생활용품 및 자동차용품,면세점 이외,2018.2/4,512
2118,중남미,생활용품 및 자동차용품,면세점 이외,2018.3/4,469
2119,중남미,생활용품 및 자동차용품,면세점 이외,2018.4/4,428
2120,중남미,생활용품 및 자동차용품,면세점 이외,2019.1/4,457
2121,중남미,생활용품 및 자동차용품,면세점 이외,2019.2/4,462
2122,중남미,생활용품 및 자동차용품,면세점 이외,2019.3/4,305
2123,중남미,생활용품 및 자동차용품,면세점 이외,2019.4/4,916
2124,중남미,생활용품 및 자동차용품,면세점 이외,2020.1/4,334
2125,중남미,생활용품 및 자동차용품,면세점 이외,2020.2/4,295
2126,중남미,생활용품 및 자동차용품,면세점 이외,2020.3/4,394
2127,중남미,생활용품 및 자동차용품,면세점 이외,2020.4/4,338
2128,중남미,생활용품 및 자동차용품,면세점 이외,2021.1/4,315
2129,중남미,생활용품 및 자동차용품,면세점 이외,2021.2/4,348
2130,중남미,생활용품 및 자동차용품,면세점 이외,2021.3/4,273
2131,중남미,생활용품 및 자동차용품,면세점 이외,2021.4/4,112
2132,중남미,생활용품 및 자동차용품,면세점 이외,2022.1/4,2
2133,중남미,생활용품 및 자동차용품,면세점 이외,2022.2/4 p),1
2134,중남미,기 타,면세점 이외,2017.1/4,133
2135,중남미,기 타,면세점 이외,2017.2/4,130
2136,중남미,기 타,면세점 이외,2017.3/4,143
2137,중남미,기 타,면세점 이외,2017.4/4,147
2138,중남미,기 타,면세점 이외,2018.1/4,129
2139,중남미,기 타,면세점 이외,2018.2/4,168
2140,중남미,기 타,면세점 이외,2018.3/4,165
2141,중남미,기 타,면세점 이외,2018.4/4,178
2142,중남미,기 타,면세점 이외,2019.1/4,155
2143,중남미,기 타,면세점 이외,2019.2/4,152
2144,중남미,기 타,면세점 이외,2019.3/4,90
2145,중남미,기 타,면세점 이외,2019.4/4,147
2146,중남미,기 타,면세점 이외,2020.1/4,137
2147,중남미,기 타,면세점 이외,2020.2/4,145
2148,중남미,기 타,면세점 이외,2020.3/4,208
2149,중남미,기 타,면세점 이외,2020.4/4,135
2150,중남미,기 타,면세점 이외,2021.1/4,143
2151,중남미,기 타,면세점 이외,2021.2/4,178
2152,중남미,기 타,면세점 이외,2021.3/4,181
2153,중남미,기 타,면세점 이외,2021.4/4,63
2154,중남미,기 타,면세점 이외,2022.1/4,3
2155,중남미,기 타,면세점 이외,2022.2/4 p),34
2156,대양주,컴퓨터 및 주변기기,면세점 이외,2017.1/4,239
2157,대양주,컴퓨터 및 주변기기,면세점 이외,2017.2/4,150
2158,대양주,컴퓨터 및 주변기기,면세점 이외,2017.3/4,230
